key,inventoryOrdinal,sourceKind,ownerId,skillKey,passiveName,currentStatus,currentCompletionMode,lane,blocker,mechanismTagsJson,unifiedSourceRefsJson,wikiOwnerName,wikiPageId,wikiItemId,wikiEffectSlotsJson,wikiSourceRef,templateState,templateKind,draftContractJson,verificationGatesJson,nonclaimsJson
hero_skill|hero_quinn|R|深入敌后,99,hero_skill,hero_quinn,R,深入敌后,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_quinn|R|深入敌后""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_quinn|R|深入敌后""}]",Quinn,quinn-r,,[],数据参考/lol-wiki-current-champions/normalized/generic/quinn-r.json@rev4021953 sha256:dcb0152c001edd23b95b81d2a8da588ce46ed0e658def89615bf3cc36e1aaa8c,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_samira|E|狂飙,103,hero_skill,hero_samira,E,狂飙,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""meta_or_non_target_dps""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_samira|E|狂飙""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_samira|E|狂飙""}]",Samira,samira-e,,[],数据参考/lol-wiki-current-champions/normalized/generic/samira-e.json@rev4008028 sha256:a4cadd7417a20386273b6317e8bfec7c93bb0945a7f0b65a4e12de8571097480,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_samira|P|悍勇本色,100,hero_skill,hero_samira,P,悍勇本色,blocked_runtime,none,generic_runtime,distance_or_ratio_input,"[""distance_or_ratio_modifier""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_samira|P|悍勇本色""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_samira|P|悍勇本色""}]",Samira,samira-p,,[],数据参考/lol-wiki-current-champions/normalized/generic/samira-p.json@rev4008026 sha256:0ae9bfd6e6fbd9d63412fa98c64f2fd5e4825293a91df13602730358e428090e,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_samira|Q|交火,101,hero_skill,hero_samira,Q,交火,blocked_runtime,none,generic_runtime,distance_or_ratio_input,"[""distance_or_ratio_modifier""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_samira|Q|交火""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_samira|Q|交火""}]",Samira,samira-q,,[],数据参考/lol-wiki-current-champions/normalized/generic/samira-q.json@rev4008027 sha256:7f65786ccae8186903166195be9151294adef3539fe97f067de4273e162cd203,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_samira|R|炼狱扳机,104,hero_skill,hero_samira,R,炼狱扳机,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_samira|R|炼狱扳机""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_samira|R|炼狱扳机""}]",Samira,samira-r,,[],数据参考/lol-wiki-current-champions/normalized/generic/samira-r.json@rev3992663 sha256:4b7e8eea31dda62bc4ec084db3fdc964668d6316e495fc62bdb78cde64296a9f,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_samira|W|锋旋,102,hero_skill,hero_samira,W,锋旋,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_samira|W|锋旋""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_samira|W|锋旋""}]",Samira,samira-w,,[],数据参考/lol-wiki-current-champions/normalized/generic/samira-w.json@rev3936240 sha256:a45a727dec4a914ff28dff4dd35f4f8333ec429fe758623c991da5eaa0f5314b,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_senna|P|赦除,105,hero_skill,hero_senna,P,赦除,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_senna|P|赦除""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_senna|P|赦除""}]",Senna,senna-p,,[],数据参考/lol-wiki-current-champions/normalized/generic/senna-p.json@rev4034707 sha256:375dcdffaf52df41183e2036f0a3fc682168f3f6d012fa6017b21760e0dd5a63,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_senna|Q|黑暗洞灭,106,hero_skill,hero_senna,Q,黑暗洞灭,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""meta_or_non_target_dps""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_senna|Q|黑暗洞灭""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_senna|Q|黑暗洞灭""}]",Senna,senna-q,,[],数据参考/lol-wiki-current-champions/normalized/generic/senna-q.json@rev4042887 sha256:e546be97aaf2f4b9ff2468b22a144f37933f3a6a4a29e2e1d45a69c0adcb8a41,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_senna|R|暗影燎原,109,hero_skill,hero_senna,R,暗影燎原,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""meta_or_non_target_dps""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_senna|R|暗影燎原""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_senna|R|暗影燎原""}]",Senna,senna-r,,[],数据参考/lol-wiki-current-champions/normalized/generic/senna-r.json@rev4008033 sha256:4de188cce3d04f172d37f07db4e7c8e240388c5346f56838c82a3e6205c9de36,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_sivir|Q|回旋之刃,111,hero_skill,hero_sivir,Q,回旋之刃,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""dps_relevant_manual_review""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_sivir|Q|回旋之刃""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_sivir|Q|回旋之刃""}]",Sivir,sivir-q,,[],数据参考/lol-wiki-current-champions/normalized/generic/sivir-q.json@rev4016378 sha256:0adcf3916b63e8b0ae6c2c7ad74d1796e3362a3a22682c58ef92aaccfae43e5e,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_sivir|W|弹射,112,hero_skill,hero_sivir,W,弹射,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_sivir|W|弹射""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_sivir|W|弹射""}]",Sivir,sivir-w,,[],数据参考/lol-wiki-current-champions/normalized/generic/sivir-w.json@rev4008042 sha256:480018d996ad196644fa7dc4af55e1f3028fdfff64af71c5c9ebaf9ad9e63a29,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_smolder|E|扑棱，扑棱，扑棱！,118,hero_skill,hero_smolder,E,扑棱，扑棱，扑棱！,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""dps_relevant_manual_review""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_smolder|E|扑棱，扑棱，扑棱！""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_smolder|E|扑棱，扑棱，扑棱！""}]",Smolder,smolder-e,,[],数据参考/lol-wiki-current-champions/normalized/generic/smolder-e.json@rev4025347 sha256:f93a0f829e25f668efae3b0345baa1959256b05410ab6cb2f76afedc0a67c744,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_smolder|P|龙之研习,115,hero_skill,hero_smolder,P,龙之研习,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""dps_relevant_manual_review""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_smolder|P|龙之研习""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_smolder|P|龙之研习""}]",Smolder,smolder-p,,[],数据参考/lol-wiki-current-champions/normalized/generic/smolder-p.json@rev4025344 sha256:0df04e3ea2e32d28ad401d5ac2014e4468150f57c9628d06cd2e22c3f7a948f8,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_smolder|Q|超级灼热龙息,116,hero_skill,hero_smolder,Q,超级灼热龙息,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_smolder|Q|超级灼热龙息""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_smolder|Q|超级灼热龙息""}]",Smolder,smolder-q,,[],数据参考/lol-wiki-current-champions/normalized/generic/smolder-q.json@rev4030432 sha256:fa22270e67b597e72bd1eaccf4be98f23be1d5687165e6ef3184ca928199b877,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_smolder|R|妈----！,119,hero_skill,hero_smolder,R,妈----！,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""multi_target_or_area""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_smolder|R|妈----！""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_smolder|R|妈----！""}]",Smolder,smolder-r,,[],数据参考/lol-wiki-current-champions/normalized/generic/smolder-r.json@rev4025343 sha256:d0fd211614ca3ea3d5b721423a99f5302454b7fd388fca2b9110a23d5490e771,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_smolder|W|阿嚏！,117,hero_skill,hero_smolder,W,阿嚏！,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""dps_relevant_manual_review""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_smolder|W|阿嚏！""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_smolder|W|阿嚏！""}]",Smolder,smolder-w,,[],数据参考/lol-wiki-current-champions/normalized/generic/smolder-w.json@rev4025346 sha256:554f5a0bea841a52945e39ecafaf8fd8e6460a49ed4f69196957f3d6c30b1744,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
hero_skill|hero_teemo|R|种蘑菇,124,hero_skill,hero_teemo,R,种蘑菇,blocked_runtime,none,generic_runtime,implementation_gap_no_unresolved_data_fields,"[""meta_or_non_target_dps""]","[{""path"":""最小验证/generic-g8-adc-passive-coverage-audit.json"",""legacyStatus"":""blocked"",""sourceRecordKey"":""hero_skill|hero_teemo|R|种蘑菇""},{""path"":""最小验证/wiki-only-mechanism-candidate-registry.json"",""legacyStatus"":""registry_candidate"",""sourceRecordKey"":""hero_skill|hero_teemo|R|种蘑菇""}]",Teemo,teemo-r,,[],数据参考/lol-wiki-current-champions/normalized/generic/teemo-r.json@rev4015245 sha256:e3ad342c267dfa3b2d0817cecbd7903eccdcac5fa35993fa6a2be45ca46bb548,provisional_unverified,runtime_contract_placeholder,"{""rank"":null,""resourceCost"":null,""cooldownMs"":null,""target"":null,""timing"":null,""formula"":null,""operationGraph"":null,""fixtures"":[],""completedBoundary"":null,""exclusions"":[]}","[{""id"":""wiki_identity_and_revision"",""state"":""pending""},{""id"":""wiki_numeric_contract"",""state"":""pending""},{""id"":""bounded_phase_a_plan"",""state"":""pending""},{""id"":""design_review_ready"",""state"":""pending""},{""id"":""backend_seed_and_junit"",""state"":""pending""},{""id"":""wasm_generic_test"",""state"":""pending""},{""id"":""g8_unified_audit"",""state"":""pending""},{""id"":""docs_and_governance"",""state"":""pending""}]","[""no_numeric_or_behavioral_fidelity_claim"",""no_runtime_support_claim"",""no_backend_materialization_claim"",""no_g8_or_unified_status_change"",""no_live_publish_or_migration"",""no_new_completed_full_or_ready_assertion""]"
